timestamp,symbol,name,price,dayHigh,dayLow,volume,open,close,time,SMA_5,SMA_10,BB_middle,BB_upper,BB_lower,RSI,MACD,Signal_Line,MACD_Histogram,volatility,Doji,Hammer
2024-10-28 16:14:23,BTC,Bitcoin USD,68720.0,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 16:00:00,68720.0,68720.0,68720.0,,,50.0,0.0,0.0,0.0,,True,False
2024-10-28 17:29:02,BTC,Bitcoin USD,68862.88,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 17:00:00,68791.44,68791.44,68791.44,68993.50283379188,68589.37716620813,100.0,11.3978347578377,2.27956695156754,9.11826780627016,,True,False
2024-10-28 17:33:29,BTC,Bitcoin USD,69086.55,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 17:00:00,68889.81,68889.81,68889.81,69259.31585543399,68520.304144566,100.0,38.04049350248533,9.431752261751098,28.608741240734233,0.08265279667047164,True,False
2024-10-28 17:43:23,BTC,Bitcoin USD,69172.61,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 17:00:00,68960.51000000001,68960.51000000001,68960.51000000001,69374.03012220288,68546.98987779714,100.0,65.34604672405112,20.614611154211104,44.731435569840016,0.10058535466546249,True,False
2024-10-28 17:44:59,BTC,Bitcoin USD,69151.61,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 17:00:00,68998.73000000001,68998.73000000001,68998.73000000001,69395.54801446004,68601.91198553998,95.56597200228036,84.31938845918921,33.355566615206726,50.96382184398249,0.14933831326309494,True,False
2024-10-28 18:34:58,BTC,Bitcoin USD,68849.38,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 18:00:00,69024.606,68973.83833333333,68973.83833333333,69349.12743648805,68598.54923017861,58.33805939368976,74.11412185899098,41.50727766396358,32.606844195027406,0.2953692758273112,True,False
2024-10-28 18:40:01,BTC,Bitcoin USD,68965.91,69299.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 18:00:00,69045.212,68972.70571428571,68972.70571428571,69315.34864540734,68630.06278316407,63.77847753734464,74.569777692348,48.11977766964046,26.450000022707535,0.2695676841970421,True,False
2024-10-28 19:09:59,BTC,Bitcoin USD,69376.6,69529.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 19:00:00,69103.22200000001,69023.1925,69023.1925,69450.03843215821,68596.3465678418,75.1945420778785,106.83857040859584,59.863536217431545,46.9750341911643,0.31865829679356406,True,False
2024-10-28 20:09:59,BTC,Bitcoin USD,69438.0,70000.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 20:00:00,69156.3,69069.28222222223,69069.28222222223,69554.97370699192,68583.59073745254,76.31077495859184,135.8008601958718,75.0510010131196,60.74985918275219,0.29550537649596653,True,False
2024-10-28 21:10:00,BTC,Bitcoin USD,69741.99,70000.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 21:00:00,69274.376,69136.553,69136.553,69761.61286046139,68511.49313953861,80.62692918577143,181.1944392577425,96.27968866204418,84.91475059569831,0.2948000639408107,True,False
2024-10-28 22:10:01,BTC,Bitcoin USD,70056.0,70282.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-28 22:00:00,69515.7,69270.153,69270.153,70051.16413937426,68489.14186062575,83.69550961936194,239.7435460525594,124.97246014014723,114.77108591241216,0.2922552496155208,True,False
2024-10-28 23:10:00,BTC,Bitcoin USD,70051.0,70288.0,67532.48,36650872832.0,67939.54,67939.54,2024-10-28 23:00:00,69732.71800000001,69388.965,69388.965,70251.8127983592,68526.1172016408,83.48495064051617,282.4843727886473,156.47484266984725,126.00953011880006,0.2988823079830986,True,False
2024-10-29 00:09:59,BTC,Bitcoin USD,69752.42,70288.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-29 00:00:00,69807.882,69455.552,69455.552,70317.44800975213,68593.65599024786,72.5809697118161,288.93323279226024,182.96652069432986,105.96671209793038,0.3466535148454869,True,False
2024-10-29 01:10:00,BTC,Bitcoin USD,69853.64,70288.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-29 01:00:00,69891.01,69523.655,69523.655,70393.77206503588,68653.53793496412,73.74353861749458,298.76760193707014,206.12673694287793,92.64086499419221,0.34689909656271617,True,False
2024-10-29 02:09:59,BTC,Bitcoin USD,70555.29,70627.0,67532.48,23386023781.598923,67939.54,67939.54,2024-10-29 02:00:00,70053.67,69664.023,69664.023,70703.74622757548,68624.29977242452,79.70772861624327,359.0399127834389,236.70937211099013,122.33054067244879,0.4447212751498201,True,False
2024-10-29 03:10:00,BTC,Bitcoin USD,71253.52,71500.0,67532.48,42531772080.25738,67939.54,67939.54,2024-10-29 03:00:00,70293.174,69904.437,69904.437,71189.76851089257,68619.10548910745,82.80007463792379,457.8694450672483,280.9413867022418,176.9280583650065,0.44575609244106296,True,False
2024-10-29 04:10:00,BTC,Bitcoin USD,70937.71,71500.0,69705.76,41397597358.07814,69911.74,69911.74,2024-10-29 04:00:00,70470.516,70101.617,70101.617,71351.54039281877,68851.69360718122,74.77197302216045,504.8892843771464,325.73096623722273,179.15831813992367,0.5099917101378877,True,False
2024-10-29 05:10:01,BTC,Bitcoin USD,70965.28,71500.0,69705.76,41397597358.07814,69911.74,69911.74,2024-10-29 05:00:00,70713.088,70260.485,70260.485,71504.68359273172,69016.28640726829,74.37077035599027,538.1737820202106,368.2195293938203,169.9542526263903,0.5024720188507906,True,False
